dataset,path,point_count,min_x,min_y,min_z,max_x,max_y,max_z,span_x,span_y,span_z,density_points_per_m2_proxy,intensity_q,return_number_q,number_of_returns_q,intensity_hist_sum,return_number_hist_sum,number_of_returns_hist_sum,class_hist_sum
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1255.laz,1070081,368300.0,6677500.0,43.391999999999996,368399.999,6677599.999,117.764,99.99900000001071,99.99899999983609,74.372,107.0102401942668,"[1635.0, 8523.0, 38383.0, 53312.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1256.laz,1658782,368300.0,6677600.0,48.945,368399.999,6677699.999,132.777,99.99900000001071,99.99899999983609,83.832,165.88151761401826,"[0.0, 9548.99, 45585.0, 54170.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 1.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1257.laz,1034744,368300.0,6677700.0,40.186,368399.999,6677799.999,134.236,99.99900000001071,99.99899999983609,94.04999999999998,103.47646951920126,"[0.0, 13627.0, 42334.0, 51902.0, 58530.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1258.laz,177869,368300.004,6677800.0,38.789,368399.999,6677881.623,67.967,99.99499999999534,81.62299999967217,29.177999999999997,21.792618979382947,"[13492.0, 17150.0, 36957.0, 48553.640000000014, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1259.laz,3128,368453.215,6671780.153,32.987,368499.996,6671799.998,46.685,46.78099999995902,19.84499999973923,13.698,3.3693501025541552,"[18749.0, 20437.54, 42400.0, 50004.92, 65535.0]","[1.0, 1.0, 1.0, 3.0, 5.0]","[1.0, 1.0, 1.0, 4.0, 5.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_126.laz,12517,361954.546,6670864.824,42.791,361999.997,6670899.999,62.558,45.45100000000093,35.174999999813735,19.767000000000003,7.829295830816171,"[12168.0, 14574.32, 31462.0, 49048.0, 53409.0]","[1.0, 1.0, 2.0, 5.0, 7.0]","[1.0, 1.0, 3.0, 5.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1260.laz,138176,368400.002,6671800.005,28.176000000000002,368499.999,6671899.999,59.589,99.99700000003213,99.99399999994785,31.412999999999997,13.818843671059243,"[11860.0, 18122.5, 40113.0, 53729.25, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1261.laz,324349,368400.0,6671900.0,27.714,368499.999,6671999.999,127.724,99.99900000001071,99.99899999983609,100.01,32.43554870778029,"[312.0, 14050.48, 43271.0, 52030.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1262.laz,352424,368400.0,6672000.0,21.157,368499.999,6672099.999,121.179,99.99900000001071,99.99899999983609,100.022,35.24310485862686,"[8582.0, 17129.46, 44001.0, 52468.54000000004, 65535.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 2.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1263.laz,674706,368400.001,6672100.0,31.981,368499.999,6672199.999,101.118,99.99800000002142,99.99899999983609,69.137,67.47262416532658,"[2885.0, 10537.0, 38083.0, 52427.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1264.laz,1330357,368400.0,6672200.0,31.594,368499.999,6672299.999,83.867,99.99900000001071,99.99899999983609,52.273,133.03836075411505,"[0.0, 8817.99, 38913.0, 53440.0, 64009.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1265.laz,1031981,368400.0,6672300.0,30.011,368499.999,6672399.999,97.445,99.99900000001071,99.99899999983609,67.434,103.20016399311795,"[1029.0, 10261.0, 43962.0, 53588.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1266.laz,178815,368400.0,6672400.0,-60.867999999999995,368499.996,6672456.276,56.196,99.99599999998463,56.27599999960512,117.064,31.77591742259537,"[9082.0, 15874.14, 44268.0, 53359.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1267.laz,59503,368400.0,6677426.695,56.8,368446.377,6677499.999,77.845,46.37699999997858,73.30399999953806,21.045,17.502840570862613,"[9745.0, 13745.04, 40170.0, 50472.89999999998, 65535.0]","[1.0, 1.0, 1.0, 4.0, 6.0]","[1.0, 1.0, 2.0, 4.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1268.laz,440481,368400.0,6677500.0,51.134,368499.999,6677599.999,101.83500000000001,99.99900000001071,99.99899999983609,50.70100000000001,44.04898097528209,"[5480.0, 10467.2, 39722.0, 51517.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1269.laz,1230725,368400.0,6677600.0,42.523,368499.999,6677699.999,128.35500000000002,99.99900000001071,99.99899999983609,85.83200000000002,123.0749614871108,"[379.0, 14171.99, 45034.0, 52948.01000000001, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_127.laz,410874,361900.0,6670900.001,42.783,361999.999,6670999.999,76.221,99.99900000001071,99.99799999967217,33.438,41.088632650892094,"[5347.0, 10240.0, 36379.0, 52719.27000000002, 57578.0]","[1.0, 1.0, 1.0, 5.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1270.laz,1176968,368400.0,6677700.0,40.438,368499.999,6677799.999,137.014,99.99900000001071,99.99899999983609,96.57600000000001,117.69915397148984,"[289.0, 17181.989999999998, 46438.0, 52912.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1271.laz,506535,368400.0,6677800.0,35.081,368499.999,6677899.998,71.714,99.99900000001071,99.99799999967217,36.632999999999996,50.655019640618846,"[6518.0, 17722.0, 43314.0, 51441.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1272.laz,51153,368435.441,6677900.0,34.072,368499.999,6677972.957,52.001999999999995,64.55800000001909,72.95700000040233,17.929999999999993,10.860606386413455,"[16841.0, 20221.0, 43087.0, 51926.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1273.laz,23144,368500.001,6671763.421,31.048000000000002,368594.95,6671799.998,44.228,94.94900000002235,36.57699999958277,13.18,6.664076029260144,"[17746.0, 20267.86, 40275.0, 49064.42, 65535.0]","[1.0, 1.0, 1.0, 3.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1274.laz,205462,368500.0,6671800.001,30.345,368599.999,6671899.998,61.156,99.99900000001071,99.99699999950826,30.811,20.547021874809722,"[11774.0, 16413.22, 43174.0, 52892.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1275.laz,306558,368500.0,6671900.0,24.08,368599.997,6671999.999,50.546,99.99699999997392,99.99899999983609,26.466,30.65702627191201,"[11069.0, 15632.14, 38410.0, 53061.859999999986, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1276.laz,249626,368500.0,6672000.0,30.676000000000002,368599.996,6672099.999,51.805,99.99599999998463,99.99899999983609,21.128999999999998,24.963848182468336,"[8755.0, 16983.25, 34419.0, 48612.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1277.laz,605460,368500.0,6672100.0,25.731,368599.999,6672199.999,119.568,99.99900000001071,99.99899999983609,93.83699999999999,60.547210938256804,"[4895.0, 12039.99, 43172.0, 52937.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 1.0, 4.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1278.laz,922401,368500.0,6672200.0,-121.011,368599.999,6672299.999,91.435,99.99900000001071,99.99899999983609,212.446,92.24194482981372,"[521.0, 10384.0, 45834.0, 54593.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1279.laz,465692,368500.0,6672300.0,30.108,368599.999,6672399.998,50.156,99.99900000001071,99.99799999967217,20.048,46.570597108746824,"[6533.0, 12798.91, 44449.0, 53149.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 1.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_128.laz,653314,361900.0,6671000.0,42.879,361999.999,6671099.999,110.324,99.99900000001071,99.99899999983609,67.445,65.33270664769977,"[4385.0, 8703.0, 39303.0, 54116.0, 59565.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1280.laz,2103,368500.004,6672400.0,33.078,368519.205,6672407.288,37.348,19.20100000000093,7.287999999709427,4.269999999999996,15.028203286068106,"[14564.0, 23230.32, 44273.0, 52751.36, 65535.0]","[1.0, 1.0, 1.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 2.0, 2.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1281.laz,6804,368500.0,6677578.141,57.077,368522.031,6677599.998,70.961,22.03100000001723,21.856999999843538,13.884,14.129914768481596,"[11829.0, 13821.63, 34592.5, 49617.670000000006, 52275.0]","[1.0, 1.0, 2.0, 4.0, 6.0]","[1.0, 1.0, 2.0, 5.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1282.laz,658494,368500.0,6677600.005,-56.706,368599.999,6677699.999,74.37899999999999,99.99900000001071,99.99399999994785,131.08499999999998,65.85400974119676,"[8143.0, 15572.0, 44046.0, 52405.01000000001, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1283.laz,959401,368500.0,6677700.0,39.166,368599.999,6677799.999,138.75900000000001,99.99900000001071,99.99899999983609,99.59300000000002,95.9420188309294,"[892.0, 17643.989999999998, 45421.0, 52459.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1284.laz,554765,368500.0,6677800.0,35.857,368599.999,6677899.999,132.485,99.99900000001071,99.99899999983609,96.62800000000001,55.47760954672817,"[342.0, 16942.98, 46292.0, 53490.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1285.laz,245032,368500.0,6677900.0,38.351,368599.999,6677999.998,78.27199999999999,99.99900000001071,99.99799999967217,39.92099999999999,24.503935113230312,"[10256.0, 17018.0, 44416.0, 53097.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1286.laz,68838,368529.545,6678000.0,43.196,368599.999,6678098.146,64.72800000000001,70.45400000002701,98.14599999971688,21.53200000000001,9.95519988825316,"[15650.0, 19013.74, 42417.0, 50908.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1287.laz,6500,368600.0,6671833.191,32.517,368608.861,6671899.998,48.266999999999996,8.86099999997532,66.8070000000298,15.749999999999993,10.980159532520357,"[14233.0, 18042.53, 43915.0, 51617.750000000015, 61602.0]","[1.0, 1.0, 1.0, 3.0, 5.0]","[1.0, 1.0, 1.0, 4.0, 5.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1288.laz,34717,368600.001,6671900.01,32.528,368623.342,6671999.996,51.854,23.3410000000149,99.98600000049919,19.326,14.875909798360377,"[12617.0, 21300.8, 38807.0, 53123.63999999993, 65535.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1289.laz,134799,368600.0,6672000.001,32.815,368699.998,6672099.999,54.150000000000006,99.99800000002142,99.99799999967217,21.335000000000008,13.480439212217616,"[13745.0, 18635.96, 43844.0, 50696.01999999999, 65535.0]","[1.0, 1.0, 1.0, 3.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_129.laz,492190,361900.0,6671100.0,43.36,361999.999,6671199.997,70.89500000000001,99.99900000001071,99.99700000043958,27.53500000000001,49.22096882376503,"[5795.0, 10160.0, 33632.0, 51673.109999999986, 58102.0]","[1.0, 1.0, 2.0, 4.0, 8.0]","[1.0, 1.0, 3.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1290.laz,479142,368600.0,6672100.0,32.666,368699.999,6672199.999,104.68,99.99900000001071,99.99899999983609,72.01400000000001,47.91515829844786,"[5956.0, 21910.82, 46402.5, 52031.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1291.laz,566437,368600.0,6672200.0,30.521,368699.999,6672299.999,111.741,99.99900000001071,99.99899999983609,81.22,56.64483289108012,"[1418.0, 11639.0, 44596.0, 53139.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1292.laz,116333,368600.0,6672300.0,30.113,368699.998,6672357.0,58.510000000000005,99.99800000002142,57.0,28.397000000000006,20.409706439738457,"[10208.0, 14336.0, 42447.0, 52378.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1293.laz,235198,368600.0,6677617.422,43.765,368699.997,6677699.999,96.007,99.99699999997392,82.57699999958277,52.242000000000004,28.483119531217444,"[9714.0, 14447.970000000001, 43768.0, 52709.03, 65535.0]","[1.0, 1.0, 1.0, 4.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1294.laz,576086,368600.0,6677700.0,38.066,368699.999,6677799.999,120.089,99.99900000001071,99.99899999983609,82.023,57.60975218937107,"[360.0, 19859.989999999998, 45321.0, 52185.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1295.laz,601377,368600.0,6677800.0,36.807,368699.999,6677899.999,136.086,99.99900000001071,99.99899999983609,99.27900000000001,60.13890277213368,"[4957.0, 20572.98, 44924.0, 52797.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1296.laz,436645,368600.0,6677900.0,38.118,368699.999,6677999.999,138.803,99.99900000001071,99.99899999983609,100.685,43.66537330316642,"[306.0, 10773.0, 41546.0, 53087.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1297.laz,329728,368600.0,6678000.0,43.591,368699.999,6678099.999,81.15899999999999,99.99900000001071,99.99899999983609,37.56799999999999,32.97345946594249,"[6384.0, 12688.0, 38852.0, 51902.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1298.laz,65742,368602.747,6678100.0,43.269,368699.998,6678199.983,64.742,97.2510000000475,99.98300000000745,21.473000000000006,6.761182716910862,"[14297.0, 18791.41, 43615.0, 51725.94999999998, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1299.laz,164,368691.645,6678200.015,44.848,368699.992,6678208.959,49.028,8.347000000008848,8.94400000013411,4.18,2.196755103348314,"[21050.0, 21682.27, 40640.5, 53348.87, 53393.0]","[1.0, 1.0, 1.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 2.0, 2.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_13.laz,424495,360500.0,6672100.0,57.531,360599.999,6672199.998,114.892,99.99900000001071,99.99799999967217,57.361,42.45077351484991,"[846.0, 7062.0, 42710.0, 54005.06, 59578.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_130.laz,9249,361900.003,6671200.0,46.498000000000005,361933.448,6671230.205,61.619,33.44499999994878,30.205000000074506,15.120999999999995,9.15555633206611,"[12795.0, 14704.84, 39356.0, 52301.16, 56028.0]","[1.0, 1.0, 2.0, 5.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1300.laz,1583,368780.411,6671876.112,34.505,368799.99,6671899.876,54.747,19.5789999999688,23.764000000432134,20.241999999999997,3.4022863656112845,"[21287.0, 22420.94, 29362.0, 44633.50000000001, 47271.0]","[1.0, 1.0, 1.0, 3.0, 4.0]","[1.0, 1.0, 1.0, 3.0, 4.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1301.laz,82835,368733.913,6671900.093,33.286,368799.999,6671999.998,55.583,66.08600000001024,99.90499999932945,22.296999999999997,12.546343867115477,"[16425.0, 19179.0, 40471.0, 49230.0, 52597.0]","[1.0, 1.0, 1.0, 4.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1302.laz,289945,368700.0,6672000.0,33.138,368799.999,6672099.999,80.674,99.99900000001071,99.99899999983609,47.53600000000001,28.995079898742887,"[6018.0, 16920.0, 43234.0, 51064.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]",global_ECLAIR_intensity,global_ECLAIR_return_number,global_ECLAIR_number_of_returns,global_ECLAIR_class
