dataset,src_path,patch_ix,patch_iy,point_count,class_hist_nonzero,min_x,min_y,min_z,max_x,max_y,max_z,span_z,patch_area_m2,points_per_m2_proxy,voxel_size,coord_norm_factor,occupied_voxels,points_per_voxel_mean,points_per_voxel_q,intensity_q,return_number_q,number_of_returns_q
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1265.laz,0,0,1031981,"{""1"": 5641, ""2"": 468514, ""3"": 492534, ""4"": 55511, ""5"": 6, ""6"": 3746, ""7"": 5, ""8"": 193, ""10"": 5479, ""11"": 352}",368400.0,6672300.0,30.011,368499.999,6672399.999,97.445,67.434,10000.0,103.1981,0.05,10.0,162880,6.335836198428291,"[1.0, 2.0, 4.0, 9.0, 23.0, 30.0]","[1029.0, 10261.0, 43962.0, 53588.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1266.laz,0,0,178815,"{""1"": 4764, ""2"": 85311, ""3"": 58828, ""4"": 28656, ""5"": 34, ""10"": 871, ""11"": 351}",368400.0,6672400.0,-60.867999999999995,368499.996,6672456.276,56.196,117.064,10000.0,17.8815,0.05,10.0,31658,5.648335333880851,"[1.0, 2.0, 4.0, 9.0, 19.0, 28.0]","[9082.0, 15874.14, 44268.0, 53359.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1267.laz,0,0,59503,"{""1"": 210, ""2"": 19358, ""3"": 34411, ""4"": 5302, ""8"": 3, ""10"": 200, ""11"": 19}",368400.0,6677426.695,56.8,368446.377,6677499.999,77.845,21.045,10000.0,5.9503,0.05,10.0,20521,2.8996150285073825,"[1.0, 1.0, 2.0, 4.0, 10.0, 15.0]","[9745.0, 13745.04, 40170.0, 50472.89999999998, 65535.0]","[1.0, 1.0, 1.0, 4.0, 6.0]","[1.0, 1.0, 2.0, 4.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1268.laz,0,0,440481,"{""1"": 1509, ""2"": 143709, ""3"": 234607, ""4"": 58932, ""5"": 3, ""8"": 30, ""10"": 1557, ""11"": 134}",368400.0,6677500.0,51.134,368499.999,6677599.999,101.83500000000001,50.70100000000001,10000.0,44.0481,0.05,10.0,116881,3.768627920705675,"[1.0, 1.0, 2.0, 5.0, 19.0, 36.0]","[5480.0, 10467.2, 39722.0, 51517.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1269.laz,0,0,1230725,"{""1"": 6752, ""2"": 657009, ""3"": 302125, ""4"": 228067, ""5"": 83, ""6"": 3814, ""7"": 472, ""8"": 315, ""10"": 5979, ""11"": 26109}",368400.0,6677600.0,42.523,368499.999,6677699.999,128.35500000000002,85.83200000000002,10000.0,123.0725,0.05,10.0,116187,10.592622238288277,"[1.0, 2.0, 6.0, 17.0, 35.0, 42.0]","[379.0, 14171.99, 45034.0, 52948.01000000001, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_127.laz,0,0,410874,"{""1"": 244, ""2"": 78914, ""3"": 331526, ""5"": 9, ""6"": 116, ""8"": 14, ""9"": 46, ""11"": 5}",361900.0,6670900.001,42.783,361999.999,6670999.999,76.221,33.438,10000.0,41.0874,0.05,10.0,184237,2.23013835440221,"[1.0, 1.0, 2.0, 3.0, 9.0, 14.0]","[5347.0, 10240.0, 36379.0, 52719.27000000002, 57578.0]","[1.0, 1.0, 1.0, 5.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1270.laz,0,0,1176968,"{""1"": 505, ""2"": 942323, ""3"": 200583, ""4"": 4800, ""5"": 73, ""6"": 19880, ""7"": 713, ""8"": 567, ""9"": 3471, ""10"": 526, ""11"": 3527}",368400.0,6677700.0,40.438,368499.999,6677799.999,137.014,96.57600000000001,10000.0,117.6968,0.05,10.0,89916,13.089639218826461,"[1.0, 3.0, 9.0, 24.0, 33.0, 40.0]","[289.0, 17181.989999999998, 46438.0, 52912.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1271.laz,0,0,506535,"{""1"": 1981, ""2"": 346601, ""3"": 84945, ""4"": 69104, ""5"": 7, ""6"": 2045, ""8"": 313, ""10"": 332, ""11"": 1207}",368400.0,6677800.0,35.081,368499.999,6677899.998,71.714,36.632999999999996,10000.0,50.6535,0.05,10.0,76786,6.596710337821999,"[1.0, 1.0, 4.0, 9.0, 28.0, 40.0]","[6518.0, 17722.0, 43314.0, 51441.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1272.laz,0,0,51153,"{""1"": 1549, ""2"": 25786, ""3"": 15033, ""4"": 8294, ""5"": 3, ""10"": 275, ""11"": 213}",368435.441,6677900.0,34.072,368499.999,6677972.957,52.001999999999995,17.929999999999993,10000.0,5.1153,0.05,10.0,18025,2.8378918169209433,"[1.0, 1.0, 2.0, 4.0, 7.0, 10.0]","[16841.0, 20221.0, 43087.0, 51926.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1273.laz,0,0,23144,"{""1"": 838, ""2"": 15069, ""3"": 1900, ""4"": 4132, ""5"": 6, ""7"": 1, ""10"": 330, ""11"": 868}",368500.001,6671763.421,31.048000000000002,368594.95,6671799.998,44.228,13.18,10000.0,2.3144,0.05,10.0,11434,2.0241385341962568,"[1.0, 1.0, 2.0, 3.0, 4.0, 6.0]","[17746.0, 20267.86, 40275.0, 49064.42, 65535.0]","[1.0, 1.0, 1.0, 3.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1274.laz,0,0,205462,"{""1"": 714, ""2"": 117604, ""3"": 72735, ""4"": 7134, ""5"": 25, ""7"": 30, ""8"": 103, ""10"": 741, ""11"": 6376}",368500.0,6671800.001,30.345,368599.999,6671899.998,61.156,30.811,10000.0,20.5462,0.05,10.0,85647,2.3989398344366997,"[1.0, 1.0, 2.0, 3.0, 7.0, 8.0]","[11774.0, 16413.22, 43174.0, 52892.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1275.laz,0,0,306558,"{""1"": 2143, ""2"": 109367, ""3"": 47975, ""4"": 142839, ""5"": 49, ""7"": 7, ""10"": 466, ""11"": 3712}",368500.0,6671900.0,24.08,368599.997,6671999.999,50.546,26.466,10000.0,30.6558,0.05,10.0,67755,4.524507416426832,"[1.0, 2.0, 5.0, 7.0, 12.0, 22.0]","[11069.0, 15632.14, 38410.0, 53061.859999999986, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1276.laz,0,0,249626,"{""1"": 1336, ""2"": 87798, ""3"": 17629, ""4"": 134758, ""5"": 41, ""7"": 2, ""8"": 34, ""10"": 144, ""11"": 7884}",368500.0,6672000.0,30.676000000000002,368599.996,6672099.999,51.805,21.128999999999998,10000.0,24.9626,0.05,10.0,54387,4.589810064905216,"[1.0, 2.0, 4.0, 6.0, 19.0, 37.0]","[8755.0, 16983.25, 34419.0, 48612.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1277.laz,0,0,605460,"{""1"": 1613, ""2"": 349089, ""3"": 200417, ""4"": 37425, ""5"": 25, ""7"": 9, ""8"": 311, ""10"": 2124, ""11"": 14447}",368500.0,6672100.0,25.731,368599.999,6672199.999,119.568,93.83699999999999,10000.0,60.546,0.05,10.0,110445,5.4820046176830095,"[1.0, 2.0, 4.0, 8.0, 18.0, 29.0]","[4895.0, 12039.99, 43172.0, 52937.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 1.0, 4.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1278.laz,0,0,922401,"{""1"": 7967, ""2"": 516981, ""3"": 365972, ""4"": 16783, ""5"": 31, ""6"": 5235, ""8"": 108, ""9"": 3518, ""10"": 165, ""11"": 5641}",368500.0,6672200.0,-121.011,368599.999,6672299.999,91.435,212.446,10000.0,92.2401,0.05,10.0,150578,6.1257354992097115,"[1.0, 2.0, 4.0, 9.0, 23.0, 31.0]","[521.0, 10384.0, 45834.0, 54593.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1279.laz,0,0,465692,"{""1"": 3054, ""2"": 292496, ""3"": 166872, ""4"": 905, ""8"": 409, ""10"": 1953, ""11"": 3}",368500.0,6672300.0,30.108,368599.999,6672399.998,50.156,20.048,10000.0,46.5692,0.05,10.0,89632,5.195599785790789,"[1.0, 2.0, 4.0, 8.0, 17.0, 23.0]","[6533.0, 12798.91, 44449.0, 53149.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 1.0, 5.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_128.laz,0,0,653314,"{""1"": 231, ""2"": 235497, ""3"": 415814, ""5"": 7, ""6"": 1448, ""7"": 230, ""8"": 51, ""9"": 35, ""10"": 1}",361900.0,6671000.0,42.879,361999.999,6671099.999,110.324,67.445,10000.0,65.3314,0.05,10.0,229794,2.843042028947666,"[1.0, 1.0, 2.0, 4.0, 11.0, 14.0]","[4385.0, 8703.0, 39303.0, 54116.0, 59565.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1280.laz,0,0,2103,"{""1"": 196, ""2"": 1566, ""4"": 315, ""11"": 26}",368500.004,6672400.0,33.078,368519.205,6672407.288,37.348,4.269999999999996,10000.0,0.2103,0.05,10.0,446,4.7152466367713,"[1.0, 2.0, 4.0, 7.0, 12.0, 16.0]","[14564.0, 23230.32, 44273.0, 52751.36, 65535.0]","[1.0, 1.0, 1.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 2.0, 2.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1281.laz,0,0,6804,"{""2"": 3685, ""3"": 3119}",368500.0,6677578.141,57.077,368522.031,6677599.998,70.961,13.884,10000.0,0.6804,0.05,10.0,2519,2.701071853910282,"[1.0, 1.0, 2.0, 4.0, 9.0, 13.0]","[11829.0, 13821.63, 34592.5, 49617.670000000006, 52275.0]","[1.0, 1.0, 2.0, 4.0, 6.0]","[1.0, 1.0, 2.0, 5.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1282.laz,0,0,658494,"{""1"": 6575, ""2"": 284292, ""3"": 189990, ""4"": 173624, ""5"": 17, ""8"": 135, ""10"": 2597, ""11"": 1264}",368500.0,6677600.005,-56.706,368599.999,6677699.999,74.37899999999999,131.08499999999998,10000.0,65.8494,0.05,10.0,119442,5.513085849198775,"[1.0, 1.0, 3.0, 7.0, 25.0, 36.0]","[8143.0, 15572.0, 44046.0, 52405.01000000001, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1283.laz,0,0,959401,"{""1"": 3206, ""2"": 831697, ""3"": 101869, ""4"": 3118, ""5"": 71, ""6"": 8742, ""7"": 157, ""8"": 241, ""10"": 713, ""11"": 9587}",368500.0,6677700.0,39.166,368599.999,6677799.999,138.75900000000001,99.59300000000002,10000.0,95.9401,0.05,10.0,76871,12.48066240845052,"[1.0, 3.0, 11.0, 22.0, 29.0, 35.0]","[892.0, 17643.989999999998, 45421.0, 52459.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1284.laz,0,0,554765,"{""1"": 579, ""2"": 447450, ""3"": 64243, ""4"": 31139, ""5"": 17, ""6"": 7678, ""8"": 47, ""9"": 1784, ""10"": 136, ""11"": 1692}",368500.0,6677800.0,35.857,368599.999,6677899.999,132.485,96.62800000000001,10000.0,55.4765,0.05,10.0,74826,7.414067302809184,"[1.0, 2.0, 6.0, 12.0, 21.0, 35.0]","[342.0, 16942.98, 46292.0, 53490.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1285.laz,0,0,245032,"{""1"": 1867, ""2"": 113750, ""3"": 69747, ""4"": 56268, ""5"": 23, ""7"": 280, ""8"": 91, ""10"": 1036, ""11"": 1970}",368500.0,6677900.0,38.351,368599.999,6677999.998,78.27199999999999,39.92099999999999,10000.0,24.5032,0.05,10.0,77687,3.154092705343236,"[1.0, 1.0, 3.0, 5.0, 8.0, 12.0]","[10256.0, 17018.0, 44416.0, 53097.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1286.laz,0,0,68838,"{""1"": 146, ""2"": 31808, ""3"": 32315, ""4"": 3952, ""5"": 1, ""8"": 28, ""10"": 355, ""11"": 233}",368529.545,6678000.0,43.196,368599.999,6678098.146,64.72800000000001,21.53200000000001,10000.0,6.8838,0.05,10.0,31050,2.2170048309178743,"[1.0, 1.0, 2.0, 3.0, 6.0, 9.0]","[15650.0, 19013.74, 42417.0, 50908.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1287.laz,0,0,6500,"{""1"": 38, ""2"": 5747, ""3"": 571, ""5"": 9, ""10"": 35, ""11"": 100}",368600.0,6671833.191,32.517,368608.861,6671899.998,48.266999999999996,15.749999999999993,10000.0,0.65,0.05,10.0,1604,4.052369077306733,"[1.0, 2.0, 4.0, 6.0, 7.0, 8.0]","[14233.0, 18042.53, 43915.0, 51617.750000000015, 61602.0]","[1.0, 1.0, 1.0, 3.0, 5.0]","[1.0, 1.0, 1.0, 4.0, 5.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1288.laz,0,0,34717,"{""1"": 122, ""2"": 14030, ""3"": 1976, ""4"": 17812, ""5"": 3, ""10"": 37, ""11"": 737}",368600.001,6671900.01,32.528,368623.342,6671999.996,51.854,19.326,10000.0,3.4717,0.05,10.0,8214,4.226564402240078,"[1.0, 3.0, 5.0, 6.0, 8.0, 8.0]","[12617.0, 21300.8, 38807.0, 53123.63999999993, 65535.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1289.laz,0,0,134799,"{""1"": 711, ""2"": 104136, ""3"": 28732, ""4"": 225, ""5"": 7, ""8"": 52, ""10"": 592, ""11"": 344}",368600.0,6672000.001,32.815,368699.998,6672099.999,54.150000000000006,21.335000000000008,10000.0,13.4799,0.05,10.0,38133,3.5349697112736997,"[1.0, 1.0, 3.0, 5.0, 12.0, 21.0]","[13745.0, 18635.96, 43844.0, 50696.01999999999, 65535.0]","[1.0, 1.0, 1.0, 3.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_129.laz,0,0,492190,"{""1"": 34, ""2"": 81517, ""3"": 410636, ""10"": 3}",361900.0,6671100.0,43.36,361999.999,6671199.997,70.89500000000001,27.53500000000001,10000.0,49.219,0.05,10.0,227560,2.1629020917560204,"[1.0, 1.0, 2.0, 3.0, 7.0, 13.0]","[5795.0, 10160.0, 33632.0, 51673.109999999986, 58102.0]","[1.0, 1.0, 2.0, 4.0, 8.0]","[1.0, 1.0, 3.0, 5.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1290.laz,0,0,479142,"{""1"": 1770, ""2"": 417911, ""3"": 56184, ""5"": 5, ""7"": 75, ""8"": 175, ""10"": 2185, ""11"": 837}",368600.0,6672100.0,32.666,368699.999,6672199.999,104.68,72.01400000000001,10000.0,47.9142,0.05,10.0,64976,7.374138143314455,"[1.0, 3.0, 8.0, 11.0, 16.0, 21.0]","[5956.0, 21910.82, 46402.5, 52031.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1291.laz,0,0,566437,"{""1"": 441, ""2"": 363585, ""3"": 200669, ""5"": 16, ""6"": 1066, ""8"": 390, ""10"": 269, ""11"": 1}",368600.0,6672200.0,30.521,368699.999,6672299.999,111.741,81.22,10000.0,56.6437,0.05,10.0,113920,4.972234901685393,"[1.0, 2.0, 3.0, 8.0, 16.0, 21.0]","[1418.0, 11639.0, 44596.0, 53139.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1292.laz,0,0,116333,"{""1"": 463, ""2"": 68580, ""3"": 46344, ""5"": 2, ""6"": 96, ""7"": 6, ""8"": 82, ""10"": 760}",368600.0,6672300.0,30.113,368699.998,6672357.0,58.510000000000005,28.397000000000006,10000.0,11.6333,0.05,10.0,35077,3.3165036918778688,"[1.0, 1.0, 3.0, 5.0, 10.0, 16.0]","[10208.0, 14336.0, 42447.0, 52378.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1293.laz,0,0,235198,"{""1"": 424, ""2"": 103121, ""3"": 108528, ""4"": 22198, ""5"": 4, ""8"": 38, ""10"": 313, ""11"": 572}",368600.0,6677617.422,43.765,368699.997,6677699.999,96.007,52.242000000000004,10000.0,23.5198,0.05,10.0,77380,3.0395192556216077,"[1.0, 1.0, 2.0, 4.0, 12.0, 25.0]","[9714.0, 14447.970000000001, 43768.0, 52709.03, 65535.0]","[1.0, 1.0, 1.0, 4.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1294.laz,0,0,576086,"{""1"": 1736, ""2"": 469742, ""3"": 76580, ""4"": 20624, ""5"": 32, ""6"": 5244, ""7"": 4, ""8"": 310, ""10"": 1028, ""11"": 786}",368600.0,6677700.0,38.066,368699.999,6677799.999,120.089,82.023,10000.0,57.6086,0.05,10.0,76121,7.5680298472169305,"[1.0, 2.0, 6.0, 13.0, 20.0, 27.0]","[360.0, 19859.989999999998, 45321.0, 52185.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 6.0]","[1.0, 1.0, 1.0, 3.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1295.laz,0,0,601377,"{""2"": 530195, ""3"": 62267, ""4"": 5882, ""5"": 12, ""6"": 1948, ""10"": 1073}",368600.0,6677800.0,36.807,368699.999,6677899.999,136.086,99.27900000000001,10000.0,60.1377,0.05,10.0,70191,8.56772235756721,"[1.0, 3.0, 8.0, 14.0, 19.0, 25.0]","[4957.0, 20572.98, 44924.0, 52797.0, 65535.0]","[1.0, 1.0, 1.0, 2.0, 5.0]","[1.0, 1.0, 1.0, 3.0, 5.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1296.laz,0,0,436645,"{""1"": 819, ""2"": 173098, ""3"": 251874, ""4"": 5678, ""5"": 14, ""6"": 2203, ""7"": 95, ""9"": 1339, ""10"": 513, ""11"": 1012}",368600.0,6677900.0,38.118,368699.999,6677999.999,138.803,100.685,10000.0,43.6645,0.05,10.0,167974,2.599479681379261,"[1.0, 1.0, 2.0, 3.0, 9.0, 23.0]","[306.0, 10773.0, 41546.0, 53087.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1297.laz,0,0,329728,"{""1"": 343, ""2"": 78978, ""3"": 231314, ""4"": 17469, ""5"": 1, ""7"": 2, ""8"": 24, ""10"": 453, ""11"": 1144}",368600.0,6678000.0,43.591,368699.999,6678099.999,81.15899999999999,37.56799999999999,10000.0,32.9728,0.05,10.0,159302,2.0698296317685907,"[1.0, 1.0, 2.0, 3.0, 7.0, 11.0]","[6384.0, 12688.0, 38852.0, 51902.0, 65535.0]","[1.0, 1.0, 1.0, 4.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1298.laz,0,0,65742,"{""1"": 3210, ""2"": 37682, ""3"": 14855, ""4"": 8295, ""5"": 4, ""7"": 18, ""8"": 35, ""10"": 1422, ""11"": 221}",368602.747,6678100.0,43.269,368699.998,6678199.983,64.742,21.473000000000006,10000.0,6.5742,0.05,10.0,32168,2.043708032827655,"[1.0, 1.0, 2.0, 3.0, 5.0, 9.0]","[14297.0, 18791.41, 43615.0, 51725.94999999998, 65535.0]","[1.0, 1.0, 1.0, 3.0, 7.0]","[1.0, 1.0, 1.0, 4.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1299.laz,0,0,164,"{""2"": 142, ""3"": 11, ""11"": 11}",368691.645,6678200.015,44.848,368699.992,6678208.959,49.028,4.18,10000.0,0.0164,0.05,10.0,83,1.9759036144578312,"[1.0, 1.0, 2.0, 2.5, 5.0, 5.0]","[21050.0, 21682.27, 40640.5, 53348.87, 53393.0]","[1.0, 1.0, 1.0, 2.0, 2.0]","[1.0, 1.0, 1.0, 2.0, 2.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_13.laz,0,0,424495,"{""1"": 721, ""2"": 207741, ""3"": 216018, ""5"": 5, ""8"": 2, ""11"": 8}",360500.0,6672100.0,57.531,360599.999,6672199.998,114.892,57.361,10000.0,42.4495,0.05,10.0,139449,3.0440878027092344,"[1.0, 1.0, 2.0, 4.0, 12.0, 16.0]","[846.0, 7062.0, 42710.0, 54005.06, 59578.0]","[1.0, 1.0, 1.0, 4.0, 7.0]","[1.0, 1.0, 2.0, 5.0, 7.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_130.laz,0,0,9249,"{""2"": 4764, ""3"": 4485}",361900.003,6671200.0,46.498000000000005,361933.448,6671230.205,61.619,15.120999999999995,10000.0,0.9249,0.05,10.0,4242,2.18033946251768,"[1.0, 1.0, 2.0, 3.0, 6.0, 8.0]","[12795.0, 14704.84, 39356.0, 52301.16, 56028.0]","[1.0, 1.0, 2.0, 5.0, 8.0]","[1.0, 1.0, 2.0, 5.0, 8.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1300.laz,0,0,1583,"{""2"": 436, ""3"": 1077, ""5"": 69, ""10"": 1}",368780.411,6671876.112,34.505,368799.99,6671899.876,54.747,20.241999999999997,10000.0,0.1583,0.05,10.0,819,1.9328449328449329,"[1.0, 1.0, 1.0, 2.0, 7.0, 11.0]","[21287.0, 22420.94, 29362.0, 44633.50000000001, 47271.0]","[1.0, 1.0, 1.0, 3.0, 4.0]","[1.0, 1.0, 1.0, 3.0, 4.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1301.laz,0,0,82835,"{""2"": 46335, ""3"": 35619, ""5"": 3, ""10"": 878}",368733.913,6671900.093,33.286,368799.999,6671999.998,55.583,22.296999999999997,10000.0,8.2835,0.05,10.0,29884,2.7718846205327266,"[1.0, 1.0, 2.0, 4.0, 9.0, 16.0]","[16425.0, 19179.0, 40471.0, 49230.0, 52597.0]","[1.0, 1.0, 1.0, 4.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1302.laz,0,0,289945,"{""1"": 3717, ""2"": 235242, ""3"": 48238, ""4"": 73, ""5"": 7, ""7"": 68, ""8"": 167, ""10"": 2305, ""11"": 128}",368700.0,6672000.0,33.138,368799.999,6672099.999,80.674,47.53600000000001,10000.0,28.9945,0.05,10.0,69182,4.191046804081987,"[1.0, 2.0, 4.0, 6.0, 12.0, 16.0]","[6018.0, 16920.0, 43234.0, 51064.0, 65535.0]","[1.0, 1.0, 1.0, 3.0, 6.0]","[1.0, 1.0, 1.0, 4.0, 6.0]"
ECLAIR,/csehome/m23csa510/lidar_experiments/datasets/eclair/pointclouds/pointcloud_1303.laz,0,0,438362,"{""1"": 537, ""2"": 416091, ""3"": 5539, ""4"": 11707, ""5"": 14, ""7"": 3, ""8"": 54, ""10"": 2001, ""11"": 2416}",368700.0,6672100.0,33.088,368799.999,6672199.999,110.257,77.16900000000001,10000.0,43.8362,0.05,10.0,51399,8.528609506021517,"[1.0, 6.0, 9.0, 11.0, 15.0, 19.0]","[1983.0, 32879.22, 47405.0, 54507.0, 65535.0]","[1.0, 1.0, 1.0, 1.0, 5.0]","[1.0, 1.0, 1.0, 2.0, 5.0]"
